panel,x,y,kind
Input Space,-0.210373491,-18.62039185,matched_mcp
Input Space,-69.56164551,13.63993835,task
Input Space,24.76049042,-30.95811272,matched_mcp
Input Space,-69.56164551,13.63993835,task
Input Space,-2.644053459,33.66989899,matched_mcp
Input Space,-69.56164551,13.63993835,task
Input Space,12.94025517,38.2908783,matched_mcp
Input Space,-69.56164551,13.63993835,task
Input Space,27.31079483,7.330962658,matched_mcp
Input Space,-69.56164551,13.63993835,task
Input Space,31.98254204,-10.43381214,matched_mcp
Input Space,-69.56164551,13.63993835,task
Input Space,-1.37701714,34.60806274,matched_mcp
Input Space,-69.56164551,13.63993835,task
Input Space,-7.25463438,-3.17261076,matched_mcp
Input Space,-71.32769012,14.66036797,task
Input Space,20.32820129,23.84140015,matched_mcp
Input Space,-71.32769012,14.66036797,task
Input Space,-15.83707333,14.95390606,matched_mcp
Input Space,-71.32769012,14.66036797,task
Input Space,1.277487755,32.21333694,matched_mcp
Input Space,-71.32769012,14.66036797,task
Input Space,8.069989204,21.19675255,matched_mcp
Input Space,-71.32769012,14.66036797,task
Input Space,-12.0569334,1.016240716,matched_mcp
Input Space,-71.32769012,14.66036797,task
Input Space,2.129108191,41.63418961,matched_mcp
Input Space,-71.32769012,14.66036797,task
Input Space,22.35249329,33.19116592,matched_mcp
Input Space,-71.32769012,14.66036797,task
Input Space,-10.94837475,40.77058029,matched_mcp
Input Space,-71.32769012,14.66036797,task
Input Space,-13.77265167,42.1304512,matched_mcp
Input Space,-71.32769012,14.66036797,task
Input Space,2.971550941,44.63766861,matched_mcp
Input Space,-71.55995178,12.38028717,task
Input Space,6.576724052,47.15747452,matched_mcp
Input Space,-71.55995178,12.38028717,task
Input Space,-7.139192104,-54.60860825,matched_mcp
Input Space,-71.55995178,12.38028717,task
Input Space,-5.703949451,-53.38594818,matched_mcp
Input Space,-71.55995178,12.38028717,task
Input Space,-5.4515872,-57.65908813,matched_mcp
Input Space,-71.55995178,12.38028717,task
Input Space,-2.774623632,-56.11107635,matched_mcp
Input Space,-71.55995178,12.38028717,task
Input Space,-22.19843102,-24.97392273,matched_mcp
Input Space,-71.55995178,12.38028717,task
Input Space,-6.134715557,-52.045681,matched_mcp
Input Space,-71.55995178,12.38028717,task
Input Space,48.55723953,-2.932237864,matched_mcp
Input Space,-71.55995178,12.38028717,task
Input Space,-7.356556416,-54.54006577,matched_mcp
Input Space,-71.55995178,12.38028717,task
Input Space,-7.496487141,-55.70448685,matched_mcp
Input Space,-68.74701691,18.17377853,task
Input Space,9.866274834,43.21975708,matched_mcp
Input Space,-68.74701691,18.17377853,task
Input Space,3.030885935,45.94070816,matched_mcp
Input Space,-68.74701691,18.17377853,task
Input Space,14.23906136,2.250448227,matched_mcp
Input Space,-68.74701691,18.17377853,task
Input Space,-3.341006279,-53.53488922,matched_mcp
Input Space,-68.74701691,18.17377853,task
Input Space,27.23343658,-1.916580081,matched_mcp
Input Space,-68.74701691,18.17377853,task
Input Space,25.72767067,41.58608627,matched_mcp
Input Space,-68.74701691,18.17377853,task
Input Space,23.36519814,18.80436325,matched_mcp
Input Space,-68.74701691,18.17377853,task
Input Space,0.400285035,19.15683556,matched_mcp
Input Space,-68.74701691,18.17377853,task
Input Space,14.61479282,-31.81434441,matched_mcp
Input Space,-68.74701691,18.17377853,task
Input Space,24.45214462,4.808264256,matched_mcp
Input Space,-69.59776306,12.64323997,task
Input Space,-15.58612347,24.70778275,matched_mcp
Input Space,-69.59776306,12.64323997,task
Input Space,-5.619951248,-55.6725235,matched_mcp
Input Space,-69.59776306,12.64323997,task
Input Space,-6.141171932,-3.158663273,matched_mcp
Input Space,-69.59776306,12.64323997,task
Input Space,2.124017715,36.24422073,matched_mcp
Input Space,-69.59776306,12.64323997,task
Input Space,-3.110333204,24.99077034,matched_mcp
Input Space,-69.59776306,12.64323997,task
Input Space,28.5826416,9.579680443,matched_mcp
Input Space,-69.59776306,12.64323997,task
Input Space,7.53042078,37.49009323,matched_mcp
Input Space,-69.59776306,12.64323997,task
Input Space,39.60015488,22.873106,matched_mcp
Input Space,-69.59776306,12.64323997,task
Input Space,20.89895058,39.98733521,matched_mcp
Input Space,-69.59776306,12.64323997,task
Input Space,-4.023118019,28.30972672,matched_mcp
Input Space,-71.31871796,14.67998219,task
Input Space,23.19585037,-14.95451736,matched_mcp
Input Space,-71.31871796,14.67998219,task
Input Space,-5.801922798,-19.59698296,matched_mcp
Input Space,-71.31871796,14.67998219,task
Input Space,-17.12779808,46.39987946,matched_mcp
Input Space,-71.31871796,14.67998219,task
Input Space,-5.778705597,-19.53031921,matched_mcp
Input Space,-71.31871796,14.67998219,task
Input Space,34.94402313,-16.97439384,matched_mcp
Input Space,-71.31871796,14.67998219,task
Input Space,34.94332123,-16.97758865,matched_mcp
Input Space,-71.31871796,14.67998219,task
Input Space,35.82591629,-18.82985687,matched_mcp
Input Space,-71.31871796,14.67998219,task
Input Space,13.04067612,1.34865725,matched_mcp
Input Space,-71.31871796,14.67998219,task
Input Space,34.40354156,13.52504444,matched_mcp
Input Space,-71.31871796,14.67998219,task
Input Space,-19.82941055,47.24907303,matched_mcp
Input Space,-74.74567413,15.29976368,task
Input Space,23.20033264,47.18296051,matched_mcp
Input Space,-74.74567413,15.29976368,task
Input Space,14.6694746,46.3472023,matched_mcp
Input Space,-74.74567413,15.29976368,task
Input Space,-2.813600302,37.81038284,matched_mcp
Input Space,-74.74567413,15.29976368,task
Input Space,4.026712418,42.8849678,matched_mcp
Input Space,-74.74567413,15.29976368,task
Input Space,-10.42223454,-13.42761326,matched_mcp
Input Space,-74.74567413,15.29976368,task
Input Space,-10.58684635,3.232991219,matched_mcp
Input Space,-74.74567413,15.29976368,task
Input Space,-11.56236744,16.08537102,matched_mcp
Input Space,-74.74567413,15.29976368,task
Input Space,11.33102608,-11.78106403,matched_mcp
Input Space,-74.74567413,15.29976368,task
Input Space,-16.08634186,16.50402451,matched_mcp
Input Space,-74.74567413,15.29976368,task
Input Space,-10.00918102,27.2490387,matched_mcp
Input Space,-67.85264587,16.09347725,task
Input Space,1.462158442,41.05536652,matched_mcp
Input Space,-67.85264587,16.09347725,task
Input Space,-9.68287468,26.11650276,matched_mcp
Input Space,-67.85264587,16.09347725,task
Input Space,-0.338866562,40.70882797,matched_mcp
Input Space,-67.85264587,16.09347725,task
Input Space,8.334446907,41.68840408,matched_mcp
Input Space,-67.85264587,16.09347725,task
Input Space,5.768649578,11.5389185,matched_mcp
Input Space,-67.85264587,16.09347725,task
Input Space,20.0648613,33.59835434,matched_mcp
Input Space,-67.85264587,16.09347725,task
Input Space,-19.78881454,2.946340322,matched_mcp
Input Space,-67.85264587,16.09347725,task
Input Space,5.773894787,11.55508804,matched_mcp
Input Space,-67.85264587,16.09347725,task
Input Space,15.45767021,39.60477829,matched_mcp
Input Space,-67.85264587,16.09347725,task
Input Space,16.80124283,-4.393721581,matched_mcp
Input Space,-71.3151474,14.69475746,task
Input Space,7.105073452,26.29565811,matched_mcp
Input Space,-71.3151474,14.69475746,task
Input Space,-17.75513649,15.43621922,matched_mcp
Input Space,-71.3151474,14.69475746,task
Input Space,39.20949936,-12.47639275,matched_mcp
Input Space,-71.3151474,14.69475746,task
Input Space,0.194390118,-2.785720348,matched_mcp
Input Space,-71.3151474,14.69475746,task
Input Space,25.81090927,-14.09108639,matched_mcp
Input Space,-71.3151474,14.69475746,task
Input Space,-13.78921986,38.99422073,matched_mcp
Input Space,-71.3151474,14.69475746,task
Input Space,24.04671288,38.36821747,matched_mcp
Input Space,-71.3151474,14.69475746,task
Input Space,13.98798943,45.70849228,matched_mcp
Input Space,-71.3151474,14.69475746,task
Input Space,8.353661537,41.6815033,matched_mcp
Input Space,-71.3151474,14.69475746,task
Input Space,18.92373085,-38.66110992,matched_mcp
Input Space,-70.61705017,13.19129276,task
Input Space,-5.134253979,18.02659035,matched_mcp
Input Space,-70.61705017,13.19129276,task
Input Space,-16.64817238,33.5079155,matched_mcp
Input Space,-70.61705017,13.19129276,task
Input Space,-7.002294064,24.86437798,matched_mcp
Input Space,-70.61705017,13.19129276,task
Input Space,-17.61104202,-24.76480865,matched_mcp
Input Space,-70.61705017,13.19129276,task
Input Space,-10.46716404,19.62185478,matched_mcp
Input Space,-70.61705017,13.19129276,task
Input Space,-17.56974792,-25.93743896,matched_mcp
Input Space,-70.61705017,13.19129276,task
Input Space,-19.0256691,40.40647507,matched_mcp
Input Space,-70.61705017,13.19129276,task
Input Space,19.52983665,40.97679901,matched_mcp
Input Space,-70.61705017,13.19129276,task
Input Space,3.373593092,46.62343216,matched_mcp
Input Space,-70.61705017,13.19129276,task
Input Space,4.592544556,44.79480362,matched_mcp
Input Space,-68.74508667,18.11853027,task
Input Space,27.67413521,44.17165375,matched_mcp
Input Space,-68.74508667,18.11853027,task
Input Space,-22.24806213,40.69820023,matched_mcp
Input Space,-68.74508667,18.11853027,task
Input Space,-20.65162468,39.6829834,matched_mcp
Input Space,-68.74508667,18.11853027,task
Input Space,26.40026855,4.779929638,matched_mcp
Input Space,-68.74508667,18.11853027,task
Input Space,-29.11997414,23.50812531,matched_mcp
Input Space,-68.74508667,18.11853027,task
Input Space,32.24443054,15.08568001,matched_mcp
Input Space,-68.74508667,18.11853027,task
Input Space,21.77190018,40.76620865,matched_mcp
Input Space,-68.74508667,18.11853027,task
Input Space,8.833900452,7.088624477,matched_mcp
Input Space,-68.74508667,18.11853027,task
Input Space,-11.25395393,46.05435944,matched_mcp
Input Space,-68.74508667,18.11853027,task
Input Space,13.15350819,-24.1541214,matched_mcp
Input Space,-71.04852295,12.81907749,task
Input Space,19.52933693,54.78878021,matched_mcp
Input Space,-71.04852295,12.81907749,task
Input Space,-19.27194786,-25.05311584,matched_mcp
Input Space,-71.04852295,12.81907749,task
Input Space,18.05098152,53.75600052,matched_mcp
Input Space,-71.04852295,12.81907749,task
Input Space,-19.27752113,-27.31704712,matched_mcp
Input Space,-71.04852295,12.81907749,task
Input Space,19.5155201,54.44296646,matched_mcp
Input Space,-71.04852295,12.81907749,task
Input Space,-3.483820915,23.35028648,matched_mcp
Input Space,-71.04852295,12.81907749,task
Input Space,-6.595002174,-55.86493683,matched_mcp
Input Space,-71.04852295,12.81907749,task
Input Space,-3.789316893,-54.55267334,matched_mcp
Input Space,-71.04852295,12.81907749,task
Input Space,-18.76025772,-26.45137978,matched_mcp
Input Space,-71.04852295,12.81907749,task
Input Space,-17.34353256,-23.95715714,matched_mcp
Input Space,-71.41829681,14.69443226,task
Input Space,9.866274834,43.21975708,matched_mcp
Input Space,-71.41829681,14.69443226,task
Input Space,3.030885935,45.94070816,matched_mcp
Input Space,-71.41829681,14.69443226,task
Input Space,14.23906136,2.250448227,matched_mcp
Input Space,-71.41829681,14.69443226,task
Input Space,-3.341006279,-53.53488922,matched_mcp
Input Space,-71.41829681,14.69443226,task
Input Space,27.23343658,-1.916580081,matched_mcp
Input Space,-71.41829681,14.69443226,task
Input Space,25.72767067,41.58608627,matched_mcp
Input Space,-71.41829681,14.69443226,task
Input Space,23.36519814,18.80436325,matched_mcp
Input Space,-71.41829681,14.69443226,task
Input Space,0.400285035,19.15683556,matched_mcp
Input Space,-71.41829681,14.69443226,task
Input Space,14.61479282,-31.81434441,matched_mcp
Input Space,-71.41829681,14.69443226,task
Input Space,24.45214462,4.808264256,matched_mcp
Input Space,-68.72036743,18.06635666,task
Input Space,21.18190384,1.04190731,matched_mcp
Input Space,-68.72036743,18.06635666,task
Input Space,21.01948166,39.72893906,matched_mcp
Input Space,-68.72036743,18.06635666,task
Input Space,41.10647202,23.20374107,matched_mcp
Input Space,-68.72036743,18.06635666,task
Input Space,25.23831749,-25.3128376,matched_mcp
Input Space,-68.72036743,18.06635666,task
Input Space,-2.68824029,-18.1278801,matched_mcp
Input Space,-68.72036743,18.06635666,task
Input Space,26.89542389,49.21398544,matched_mcp
Input Space,-68.72036743,18.06635666,task
Input Space,2.167174816,39.65254974,matched_mcp
Input Space,-68.72036743,18.06635666,task
Input Space,23.45903206,44.89797974,matched_mcp
Input Space,-68.72036743,18.06635666,task
Input Space,-9.084136963,30.0800724,matched_mcp
Input Space,-68.72036743,18.06635666,task
Input Space,7.105073452,26.29565811,matched_mcp
Input Space,-68.61057281,13.97464848,task
Input Space,-1.507762671,37.30142212,matched_mcp
Input Space,-68.61057281,13.97464848,task
Input Space,34.23160934,-9.686125755,matched_mcp
Input Space,-68.61057281,13.97464848,task
Input Space,23.45903206,44.89797974,matched_mcp
Input Space,-68.61057281,13.97464848,task
Input Space,-32.05881882,44.30289078,matched_mcp
Input Space,-68.61057281,13.97464848,task
Input Space,15.27733231,51.23909378,matched_mcp
Input Space,-68.61057281,13.97464848,task
Input Space,15.84836769,-16.33563042,matched_mcp
Input Space,-68.61057281,13.97464848,task
Input Space,-6.134715557,-52.045681,matched_mcp
Input Space,-68.61057281,13.97464848,task
Input Space,-11.89419651,32.88380432,matched_mcp
Input Space,-68.61057281,13.97464848,task
Input Space,36.61433029,2.839145899,matched_mcp
Input Space,-68.61057281,13.97464848,task
Input Space,26.71509361,-9.74511528,matched_mcp
Input Space,-68.76487732,18.20192528,task
Input Space,1.462158442,41.05536652,matched_mcp
Input Space,-68.76487732,18.20192528,task
Input Space,-9.68287468,26.11650276,matched_mcp
Input Space,-68.76487732,18.20192528,task
Input Space,-0.338866562,40.70882797,matched_mcp
Input Space,-68.76487732,18.20192528,task
Input Space,8.334446907,41.68840408,matched_mcp
Input Space,-68.76487732,18.20192528,task
Input Space,5.768649578,11.5389185,matched_mcp
Input Space,-68.76487732,18.20192528,task
Input Space,20.0648613,33.59835434,matched_mcp
Input Space,-68.76487732,18.20192528,task
Input Space,-19.78881454,2.946340322,matched_mcp
Input Space,-68.76487732,18.20192528,task
Input Space,5.773894787,11.55508804,matched_mcp
Input Space,-68.76487732,18.20192528,task
Input Space,15.45767021,39.60477829,matched_mcp
Input Space,-68.76487732,18.20192528,task
Input Space,16.80124283,-4.393721581,matched_mcp
Input Space,-69.60956573,13.81656742,task
Input Space,-15.58612347,24.70778275,matched_mcp
Input Space,-69.60956573,13.81656742,task
Input Space,-5.619951248,-55.6725235,matched_mcp
Input Space,-69.60956573,13.81656742,task
Input Space,-6.141171932,-3.158663273,matched_mcp
Input Space,-69.60956573,13.81656742,task
Input Space,2.124017715,36.24422073,matched_mcp
Input Space,-69.60956573,13.81656742,task
Input Space,-3.110333204,24.99077034,matched_mcp
Input Space,-69.60956573,13.81656742,task
Input Space,28.5826416,9.579680443,matched_mcp
Input Space,-69.60956573,13.81656742,task
Input Space,7.53042078,37.49009323,matched_mcp
Input Space,-69.60956573,13.81656742,task
Input Space,39.60015488,22.873106,matched_mcp
Input Space,-69.60956573,13.81656742,task
Input Space,20.89895058,39.98733521,matched_mcp
Input Space,-69.60956573,13.81656742,task
Input Space,-4.023118019,28.30972672,matched_mcp
Input Space,-68.70770264,18.06738091,task
Input Space,-4.473151207,24.62026787,matched_mcp
Input Space,-68.70770264,18.06738091,task
Input Space,-2.28578496,-18.55605698,matched_mcp
Input Space,-68.70770264,18.06738091,task
Input Space,23.7508831,43.26412582,matched_mcp
Input Space,-68.70770264,18.06738091,task
Input Space,19.92261505,23.35775375,matched_mcp
Input Space,-68.70770264,18.06738091,task
Input Space,8.583636284,25.66387367,matched_mcp
Input Space,-68.70770264,18.06738091,task
Input Space,-13.45847797,51.08602142,matched_mcp
Input Space,-68.70770264,18.06738091,task
Input Space,50.86053467,-22.89511681,matched_mcp
Input Space,-68.70770264,18.06738091,task
Input Space,-13.36399078,42.79371262,matched_mcp
Input Space,-68.70770264,18.06738091,task
Input Space,27.57624817,3.639511347,matched_mcp
Input Space,-68.70770264,18.06738091,task
Input Space,0.269463539,47.81978989,matched_mcp
Input Space,-67.90573883,16.01394844,task
Input Space,20.32820129,23.84140015,matched_mcp
Input Space,-67.90573883,16.01394844,task
Input Space,-15.83707333,14.95390606,matched_mcp
Input Space,-67.90573883,16.01394844,task
Input Space,1.277487755,32.21333694,matched_mcp
Input Space,-67.90573883,16.01394844,task
Input Space,8.069989204,21.19675255,matched_mcp
Input Space,-67.90573883,16.01394844,task
Input Space,-12.0569334,1.016240716,matched_mcp
Input Space,-67.90573883,16.01394844,task
Input Space,2.129108191,41.63418961,matched_mcp
Input Space,-67.90573883,16.01394844,task
Input Space,22.35249329,33.19116592,matched_mcp
Input Space,-67.90573883,16.01394844,task
Input Space,-10.94837475,40.77058029,matched_mcp
Input Space,-67.90573883,16.01394844,task
Input Space,-13.77265167,42.1304512,matched_mcp
Input Space,-67.90573883,16.01394844,task
Input Space,2.971550941,44.63766861,matched_mcp
Input Space,-44.90385437,-22.61400986,task
Input Space,-2.441828728,41.85791397,matched_mcp
Input Space,-44.90385437,-22.61400986,task
Input Space,-16.10048485,43.92355347,matched_mcp
Input Space,-44.90385437,-22.61400986,task
Input Space,-4.642887592,40.50684738,matched_mcp
Input Space,-44.90385437,-22.61400986,task
Input Space,-16.25922966,44.08895493,matched_mcp
Input Space,-44.90385437,-22.61400986,task
Input Space,-20.85681725,40.72211456,matched_mcp
Input Space,-44.90385437,-22.61400986,task
Input Space,-13.45847797,51.08602142,matched_mcp
Input Space,-44.90385437,-22.61400986,task
Input Space,-15.58522701,24.08008957,matched_mcp
Input Space,-44.90385437,-22.61400986,task
Input Space,24.27060509,48.19626617,matched_mcp
Input Space,-44.90385437,-22.61400986,task
Input Space,22.96892548,34.14340973,matched_mcp
Input Space,-44.90385437,-22.61400986,task
Input Space,-14.26058769,-14.13301468,matched_mcp
Input Space,-67.87773132,16.113657,task
Input Space,33.90703201,0.649981439,matched_mcp
Input Space,-67.87773132,16.113657,task
Input Space,29.78642273,4.798329353,matched_mcp
Input Space,-67.87773132,16.113657,task
Input Space,49.1041069,-18.45459938,matched_mcp
Input Space,-67.87773132,16.113657,task
Input Space,-6.640988827,41.21298218,matched_mcp
Input Space,-67.87773132,16.113657,task
Input Space,0.184622377,51.23291779,matched_mcp
Input Space,-67.87773132,16.113657,task
Input Space,6.374929428,37.57518768,matched_mcp
Input Space,-67.87773132,16.113657,task
Input Space,0.343567878,24.0668335,matched_mcp
Input Space,-67.87773132,16.113657,task
Input Space,26.96842003,42.2481041,matched_mcp
Input Space,-67.87773132,16.113657,task
Input Space,11.4665575,40.29953384,matched_mcp
Input Space,-67.87773132,16.113657,task
Input Space,13.15350819,-24.1541214,matched_mcp
Input Space,-69.6679306,14.99192524,task
Input Space,-1.507762671,37.30142212,matched_mcp
Input Space,-69.6679306,14.99192524,task
Input Space,34.23160934,-9.686125755,matched_mcp
Input Space,-69.6679306,14.99192524,task
Input Space,23.45903206,44.89797974,matched_mcp
Input Space,-69.6679306,14.99192524,task
Input Space,-32.05881882,44.30289078,matched_mcp
Input Space,-69.6679306,14.99192524,task
Input Space,15.27733231,51.23909378,matched_mcp
Input Space,-69.6679306,14.99192524,task
Input Space,15.84836769,-16.33563042,matched_mcp
Input Space,-69.6679306,14.99192524,task
Input Space,-6.134715557,-52.045681,matched_mcp
Input Space,-69.6679306,14.99192524,task
Input Space,-11.89419651,32.88380432,matched_mcp
Input Space,-69.6679306,14.99192524,task
Input Space,36.61433029,2.839145899,matched_mcp
Input Space,-69.6679306,14.99192524,task
Input Space,26.71509361,-9.74511528,matched_mcp
Input Space,-67.90535736,16.01585579,task
Input Space,1.083493829,32.56502151,matched_mcp
Input Space,-67.90535736,16.01585579,task
Input Space,-21.86793137,37.33677292,matched_mcp
Input Space,-67.90535736,16.01585579,task
Input Space,25.36418915,37.15415573,matched_mcp
Input Space,-67.90535736,16.01585579,task
Input Space,7.221907139,45.33137894,matched_mcp
Input Space,-67.90535736,16.01585579,task
Input Space,-20.81838799,37.5514946,matched_mcp
Input Space,-67.90535736,16.01585579,task
Input Space,16.50575638,22.75006485,matched_mcp
Input Space,-67.90535736,16.01585579,task
Input Space,-8.886849403,38.69618607,matched_mcp
Input Space,-67.90535736,16.01585579,task
Input Space,19.01111984,43.95586395,matched_mcp
Input Space,-67.90535736,16.01585579,task
Input Space,-3.139622211,37.44374084,matched_mcp
Input Space,-67.90535736,16.01585579,task
Input Space,-13.12944508,-1.735747337,matched_mcp
Input Space,-67.8583374,16.06154442,task
Input Space,33.90703201,0.649981439,matched_mcp
Input Space,-67.8583374,16.06154442,task
Input Space,29.78642273,4.798329353,matched_mcp
Input Space,-67.8583374,16.06154442,task
Input Space,49.1041069,-18.45459938,matched_mcp
Input Space,-67.8583374,16.06154442,task
Input Space,-6.640988827,41.21298218,matched_mcp
Input Space,-67.8583374,16.06154442,task
Input Space,0.184622377,51.23291779,matched_mcp
Input Space,-67.8583374,16.06154442,task
Input Space,6.374929428,37.57518768,matched_mcp
Input Space,-67.8583374,16.06154442,task
Input Space,0.343567878,24.0668335,matched_mcp
Input Space,-67.8583374,16.06154442,task
Input Space,26.96842003,42.2481041,matched_mcp
Input Space,-67.8583374,16.06154442,task
Input Space,11.4665575,40.29953384,matched_mcp
Input Space,-67.8583374,16.06154442,task
Input Space,13.15350819,-24.1541214,matched_mcp
Input Space,-23.35463715,12.0866394,task
Input Space,-4.725009918,2.830316067,matched_mcp
Input Space,-23.35463715,12.0866394,task
Input Space,-15.77506828,12.90250397,matched_mcp
Input Space,-23.35463715,12.0866394,task
Input Space,-7.718314171,-57.54969025,matched_mcp
Input Space,-23.35463715,12.0866394,task
Input Space,12.81564426,48.15775681,matched_mcp
Input Space,-23.35463715,12.0866394,task
Input Space,-2.231648445,2.036464691,matched_mcp
Input Space,-23.35463715,12.0866394,task
Input Space,-3.550995827,2.822260618,matched_mcp
Input Space,-23.35463715,12.0866394,task
Input Space,-17.14834023,16.35378265,matched_mcp
Input Space,-23.35463715,12.0866394,task
Input Space,-15.41319752,16.15018845,matched_mcp
Input Space,-23.35463715,12.0866394,task
Input Space,-19.89880562,12.83969021,matched_mcp
Input Space,-23.35463715,12.0866394,task
Input Space,-15.41542149,16.14888,matched_mcp
Input Space,-71.37093353,14.64841461,task
Input Space,-2.441828728,41.85791397,matched_mcp
Input Space,-71.37093353,14.64841461,task
Input Space,-1.897634983,27.46176338,matched_mcp
Input Space,-71.37093353,14.64841461,task
Input Space,25.27763939,-21.36944962,matched_mcp
Input Space,-71.37093353,14.64841461,task
Input Space,38.91701508,16.40283203,matched_mcp
Input Space,-71.37093353,14.64841461,task
Input Space,20.11461067,-20.72873497,matched_mcp
Input Space,-71.37093353,14.64841461,task
Input Space,-7.336081505,27.25319672,matched_mcp
Input Space,-71.37093353,14.64841461,task
Input Space,24.05948448,-20.51397324,matched_mcp
Input Space,-71.37093353,14.64841461,task
Input Space,-8.472892761,-54.93142319,matched_mcp
Input Space,-71.37093353,14.64841461,task
Input Space,38.43032837,2.278027058,matched_mcp
Input Space,-71.37093353,14.64841461,task
Input Space,-7.864142418,23.72081184,matched_mcp
Input Space,-67.87648773,15.94653225,task
Input Space,-1.507762671,37.30142212,matched_mcp
Input Space,-67.87648773,15.94653225,task
Input Space,34.23160934,-9.686125755,matched_mcp
Input Space,-67.87648773,15.94653225,task
Input Space,23.45903206,44.89797974,matched_mcp
Input Space,-67.87648773,15.94653225,task
Input Space,15.84836769,-16.33563042,matched_mcp
Input Space,-67.87648773,15.94653225,task
Input Space,-6.134715557,-52.045681,matched_mcp
Input Space,-67.87648773,15.94653225,task
Input Space,32.96793747,13.17537689,matched_mcp
Input Space,-67.87648773,15.94653225,task
Input Space,-11.89419651,32.88380432,matched_mcp
Input Space,-67.87648773,15.94653225,task
Input Space,-3.634259462,30.67572021,matched_mcp
Input Space,-67.87648773,15.94653225,task
Input Space,36.61433029,2.839145899,matched_mcp
Input Space,-67.87648773,15.94653225,task
Input Space,26.71509361,-9.74511528,matched_mcp
Input Space,-69.17608643,12.8781538,task
Input Space,23.08697701,-19.25158691,matched_mcp
Input Space,-69.17608643,12.8781538,task
Input Space,23.10098839,-19.23246765,matched_mcp
Input Space,-69.17608643,12.8781538,task
Input Space,14.91779995,-11.83116531,matched_mcp
Input Space,-69.17608643,12.8781538,task
Input Space,25.61268234,-20.40578079,matched_mcp
Input Space,-69.17608643,12.8781538,task
Input Space,40.95698547,-2.046865225,matched_mcp
Input Space,-69.17608643,12.8781538,task
Input Space,-20.99427795,-8.212398529,matched_mcp
Input Space,-69.17608643,12.8781538,task
Input Space,-3.483820915,23.35028648,matched_mcp
Input Space,-69.17608643,12.8781538,task
Input Space,-12.09754562,-11.3959856,matched_mcp
Input Space,-69.17608643,12.8781538,task
Input Space,-17.43317413,47.83790207,matched_mcp
Input Space,-69.17608643,12.8781538,task
Input Space,-17.36475945,47.63610458,matched_mcp
Input Space,-68.64646149,18.02870369,task
Input Space,21.18190384,1.04190731,matched_mcp
Input Space,-68.64646149,18.02870369,task
Input Space,21.01948166,39.72893906,matched_mcp
Input Space,-68.64646149,18.02870369,task
Input Space,41.10647202,23.20374107,matched_mcp
Input Space,-68.64646149,18.02870369,task
Input Space,25.23831749,-25.3128376,matched_mcp
Input Space,-68.64646149,18.02870369,task
Input Space,-13.63348579,-11.33990955,matched_mcp
Input Space,-68.64646149,18.02870369,task
Input Space,20.84461021,-18.88454437,matched_mcp
Input Space,-68.64646149,18.02870369,task
Input Space,39.31737137,-12.48887825,matched_mcp
Input Space,-68.64646149,18.02870369,task
Input Space,-10.98135567,25.91285896,matched_mcp
Input Space,-68.64646149,18.02870369,task
Input Space,9.719386101,3.726652622,matched_mcp
Input Space,-68.64646149,18.02870369,task
Input Space,-12.01234627,23.42221069,matched_mcp
Input Space,-74.89232635,15.24484444,task
Input Space,8.875387192,2.360119343,matched_mcp
Input Space,-74.89232635,15.24484444,task
Input Space,9.08831501,1.056124568,matched_mcp
Input Space,-74.89232635,15.24484444,task
